SNo,Date,Province/State,Country,Deaths
17621,04/22/2020,Mississippi,US,193.0
17622,04/22/2020,Missouri,US,238.0
17623,04/22/2020,Montana,US,14.0
17625,04/22/2020,Nebraska,US,38.0
17626,04/22/2020,Nevada,US,172.0
17629,04/22/2020,New Hampshire,US,48.0
17630,04/22/2020,New Jersey,US,5150.0
17631,04/22/2020,New Mexico,US,71.0
17633,04/22/2020,New York,US,19413.0
17636,04/22/2020,North Carolina,US,265.0
17637,04/22/2020,North Dakota,US,14.0
17638,04/22/2020,Northern Mariana Islands,US,2.0
17642,04/22/2020,Ohio,US,610.0
17643,04/22/2020,Oklahoma,US,170.0
17645,04/22/2020,Oregon,US,78.0
17646,04/22/2020,Pennsylvania,US,1673.0
17648,04/22/2020,Puerto Rico,US,63.0
17653,04/22/2020,Recovered,US,0.0
17655,04/22/2020,Rhode Island,US,181.0
17666,04/22/2020,South Carolina,US,140.0
17667,04/22/2020,South Dakota,US,9.0
17670,04/22/2020,Tennessee,US,157.0
17671,04/22/2020,Texas,US,556.0
17675,04/22/2020,Utah,US,32.0
17676,04/22/2020,Vermont,US,40.0
17678,04/22/2020,Virgin Islands,US,3.0
17679,04/22/2020,Virginia,US,349.0
17680,04/22/2020,Washington,US,686.0
17681,04/22/2020,West Virginia,US,27.0
17683,04/22/2020,Wisconsin,US,248.0
17684,04/22/2020,Wyoming,US,6.0
17878,04/23/2020,Australian Capital Territory,Australia,3.0
17952,04/23/2020,New South Wales,Australia,31.0
17959,04/23/2020,Northern Territory,Australia,0.0
17971,04/23/2020,Queensland,Australia,6.0
17985,04/23/2020,South Australia,Australia,4.0
17989,04/23/2020,Tasmania,Australia,8.0
17997,04/23/2020,Victoria,Australia,16.0
18002,04/23/2020,Western Australia,Australia,7.0
17872,04/23/2020,Alberta,Canada,68.0
17882,04/23/2020,British Columbia,Canada,94.0
17892,04/23/2020,Diamond Princess cruise ship,Canada,1.0
17934,04/23/2020,Manitoba,Canada,6.0
17947,04/23/2020,New Brunswick,Canada,0.0
17954,04/23/2020,Newfoundland and Labrador,Canada,3.0
17960,04/23/2020,Northwest Territories,Canada,0.0
17961,04/23/2020,Nova Scotia,Canada,16.0
17964,04/23/2020,Ontario,Canada,806.0
17967,04/23/2020,Prince Edward Island,Canada,0.0
17970,04/23/2020,Quebec,Canada,1243.0
17972,04/23/2020,Recovered,Canada,0.0
17978,04/23/2020,Saskatchewan,Canada,4.0
18006,04/23/2020,Yukon,Canada,0.0
17896,04/23/2020,Faroe Islands,Denmark,0.0
17905,04/23/2020,Greenland,Denmark,0.0
17898,04/23/2020,French Guiana,France,1.0
17899,04/23/2020,French Polynesia,France,0.0
17906,04/23/2020,Guadeloupe,France,12.0
17935,04/23/2020,Martinique,France,14.0
17938,04/23/2020,Mayotte,France,4.0
17948,04/23/2020,New Caledonia,France,0.0
17974,04/23/2020,Reunion,France,0.0
17976,04/23/2020,Saint Barthelemy,France,0.0
17977,04/23/2020,Saint Pierre and Miquelon,France,0.0
17988,04/23/2020,St Martin,France,2.0
17916,04/23/2020,Hong Kong,Hong Kong,4.0
17932,04/23/2020,Macau,Macau,0.0
17874,04/23/2020,Anhui,Mainland China,6.0
17879,04/23/2020,Beijing,Mainland China,8.0
17887,04/23/2020,Chongqing,Mainland China,6.0
17900,04/23/2020,Fujian,Mainland China,1.0
17901,04/23/2020,Gansu,Mainland China,2.0
17908,04/23/2020,Guangdong,Mainland China,8.0
17909,04/23/2020,Guangxi,Mainland China,2.0
17910,04/23/2020,Guizhou,Mainland China,2.0
17911,04/23/2020,Hainan,Mainland China,6.0
17913,04/23/2020,Hebei,Mainland China,6.0
17914,04/23/2020,Heilongjiang,Mainland China,13.0
17915,04/23/2020,Henan,Mainland China,22.0
17917,04/23/2020,Hubei,Mainland China,4512.0
17918,04/23/2020,Hunan,Mainland China,4.0
17922,04/23/2020,Inner Mongolia,Mainland China,1.0
17925,04/23/2020,Jiangsu,Mainland China,0.0
17926,04/23/2020,Jiangxi,Mainland China,1.0
17927,04/23/2020,Jilin,Mainland China,1.0
17930,04/23/2020,Liaoning,Mainland China,2.0
17955,04/23/2020,Ningxia,Mainland China,0.0
17969,04/23/2020,Qinghai,Mainland China,0.0
17979,04/23/2020,Shaanxi,Mainland China,3.0
17980,04/23/2020,Shandong,Mainland China,7.0
17981,04/23/2020,Shanghai,Mainland China,7.0
17982,04/23/2020,Shanxi,Mainland China,0.0
17983,04/23/2020,Sichuan,Mainland China,3.0
17992,04/23/2020,Tianjin,Mainland China,3.0
17993,04/23/2020,Tibet,Mainland China,0.0
18005,04/23/2020,Xinjiang,Mainland China,3.0
18007,04/23/2020,Yunnan,Mainland China,2.0
18008,04/23/2020,Zhejiang,Mainland China,1.0
17877,04/23/2020,Aruba,Netherlands,2.0
17881,04/23/2020,"Bonaire, Sint Eustatius and Saba",Netherlands,0.0
17890,04/23/2020,Curacao,Netherlands,1.0
17984,04/23/2020,Sint Maarten,Netherlands,12.0
17873,04/23/2020,Anguilla,UK,0.0
17880,04/23/2020,Bermuda,UK,5.0
17883,04/23/2020,British Virgin Islands,UK,1.0
17885,04/23/2020,Cayman Islands,UK,1.0
17886,04/23/2020,Channel Islands,UK,29.0
17895,04/23/2020,Falkland Islands (Malvinas),UK,0.0
17903,04/23/2020,Gibraltar,UK,0.0
17924,04/23/2020,Isle of Man,UK,16.0
17944,04/23/2020,Montserrat,UK,0.0
17994,04/23/2020,Turks and Caicos Islands,UK,1.0
17870,04/23/2020,Alabama,US,202.0
17871,04/23/2020,Alaska,US,9.0
17875,04/23/2020,Arizona,US,249.0
17876,04/23/2020,Arkansas,US,45.0
17884,04/23/2020,California,US,1533.0
17888,04/23/2020,Colorado,US,552.0
17889,04/23/2020,Connecticut,US,1639.0
17891,04/23/2020,Delaware,US,92.0
17893,04/23/2020,Diamond Princess cruise ship,US,0.0
17894,04/23/2020,District of Columbia,US,139.0
17897,04/23/2020,Florida,US,987.0
17902,04/23/2020,Georgia,US,881.0
17904,04/23/2020,Grand Princess,US,3.0
17907,04/23/2020,Guam,US,5.0
17912,04/23/2020,Hawaii,US,12.0
17919,04/23/2020,Idaho,US,54.0
17920,04/23/2020,Illinois,US,1688.0
17921,04/23/2020,Indiana,US,706.0
17923,04/23/2020,Iowa,US,96.0
17928,04/23/2020,Kansas,US,113.0
17929,04/23/2020,Kentucky,US,191.0
17931,04/23/2020,Louisiana,US,1599.0
17933,04/23/2020,Maine,US,44.0
17936,04/23/2020,Maryland,US,748.0
17937,04/23/2020,Massachusetts,US,2360.0
17939,04/23/2020,Michigan,US,2977.0
17940,04/23/2020,Minnesota,US,200.0
17941,04/23/2020,Mississippi,US,201.0
17942,04/23/2020,Missouri,US,252.0
17943,04/23/2020,Montana,US,14.0
17945,04/23/2020,Nebraska,US,47.0
17946,04/23/2020,Nevada,US,195.0
17949,04/23/2020,New Hampshire,US,51.0
17950,04/23/2020,New Jersey,US,5426.0
17951,04/23/2020,New Mexico,US,78.0
17953,04/23/2020,New York,US,20973.0
17956,04/23/2020,North Carolina,US,281.0
17957,04/23/2020,North Dakota,US,15.0
17958,04/23/2020,Northern Mariana Islands,US,2.0
17962,04/23/2020,Ohio,US,656.0
17963,04/23/2020,Oklahoma,US,179.0
17965,04/23/2020,Oregon,US,83.0
17966,04/23/2020,Pennsylvania,US,1724.0
17968,04/23/2020,Puerto Rico,US,69.0
17973,04/23/2020,Recovered,US,0.0
17975,04/23/2020,Rhode Island,US,189.0
17986,04/23/2020,South Carolina,US,150.0
17987,04/23/2020,South Dakota,US,9.0
17990,04/23/2020,Tennessee,US,171.0
17991,04/23/2020,Texas,US,604.0
17995,04/23/2020,Utah,US,35.0
17996,04/23/2020,Vermont,US,43.0
17998,04/23/2020,Virgin Islands,US,3.0
17999,04/23/2020,Virginia,US,373.0
18000,04/23/2020,Washington,US,711.0
18001,04/23/2020,West Virginia,US,31.0
18003,04/23/2020,Wisconsin,US,258.0
18004,04/23/2020,Wyoming,US,7.0
18198,04/24/2020,Australian Capital Territory,Australia,3.0
18272,04/24/2020,New South Wales,Australia,33.0
18279,04/24/2020,Northern Territory,Australia,0.0
18290,04/24/2020,Queensland,Australia,6.0
18304,04/24/2020,South Australia,Australia,4.0
18308,04/24/2020,Tasmania,Australia,9.0
18316,04/24/2020,Victoria,Australia,16.0
18321,04/24/2020,Western Australia,Australia,8.0
18192,04/24/2020,Alberta,Canada,72.0
18202,04/24/2020,British Columbia,Canada,98.0
18212,04/24/2020,Diamond Princess cruise ship,Canada,1.0
18254,04/24/2020,Manitoba,Canada,6.0
18267,04/24/2020,New Brunswick,Canada,0.0
18274,04/24/2020,Newfoundland and Labrador,Canada,3.0
18280,04/24/2020,Northwest Territories,Canada,0.0
18283,04/24/2020,Ontario,Canada,862.0
18286,04/24/2020,Prince Edward Island,Canada,0.0
18289,04/24/2020,Quebec,Canada,1340.0
18291,04/24/2020,Recovered,Canada,0.0
18297,04/24/2020,Saskatchewan,Canada,4.0
18325,04/24/2020,Yukon,Canada,0.0
18216,04/24/2020,Faroe Islands,Denmark,0.0
18225,04/24/2020,Greenland,Denmark,0.0
18218,04/24/2020,French Guiana,France,1.0
18219,04/24/2020,French Polynesia,France,0.0
18226,04/24/2020,Guadeloupe,France,12.0
18255,04/24/2020,Martinique,France,14.0
18258,04/24/2020,Mayotte,France,4.0
18268,04/24/2020,New Caledonia,France,0.0
18293,04/24/2020,Reunion,France,0.0
18295,04/24/2020,Saint Barthelemy,France,0.0
18296,04/24/2020,Saint Pierre and Miquelon,France,0.0
18307,04/24/2020,St Martin,France,3.0
18236,04/24/2020,Hong Kong,Hong Kong,4.0
18252,04/24/2020,Macau,Macau,0.0
18194,04/24/2020,Anhui,Mainland China,6.0
18199,04/24/2020,Beijing,Mainland China,8.0
18207,04/24/2020,Chongqing,Mainland China,6.0
18220,04/24/2020,Fujian,Mainland China,1.0
18221,04/24/2020,Gansu,Mainland China,2.0
18228,04/24/2020,Guangdong,Mainland China,8.0
18229,04/24/2020,Guangxi,Mainland China,2.0
18230,04/24/2020,Guizhou,Mainland China,2.0
18231,04/24/2020,Hainan,Mainland China,6.0
18233,04/24/2020,Hebei,Mainland China,6.0
18234,04/24/2020,Heilongjiang,Mainland China,13.0
18235,04/24/2020,Henan,Mainland China,22.0
18237,04/24/2020,Hubei,Mainland China,4512.0
18238,04/24/2020,Hunan,Mainland China,4.0
18242,04/24/2020,Inner Mongolia,Mainland China,1.0
18245,04/24/2020,Jiangsu,Mainland China,0.0
18246,04/24/2020,Jiangxi,Mainland China,1.0
18247,04/24/2020,Jilin,Mainland China,1.0
18250,04/24/2020,Liaoning,Mainland China,2.0
18275,04/24/2020,Ningxia,Mainland China,0.0
18288,04/24/2020,Qinghai,Mainland China,0.0
18298,04/24/2020,Shaanxi,Mainland China,3.0
18299,04/24/2020,Shandong,Mainland China,7.0
18300,04/24/2020,Shanghai,Mainland China,7.0
18301,04/24/2020,Shanxi,Mainland China,0.0
18302,04/24/2020,Sichuan,Mainland China,3.0
18311,04/24/2020,Tianjin,Mainland China,3.0
18312,04/24/2020,Tibet,Mainland China,0.0
18324,04/24/2020,Xinjiang,Mainland China,3.0
18326,04/24/2020,Yunnan,Mainland China,2.0
18327,04/24/2020,Zhejiang,Mainland China,1.0
18197,04/24/2020,Aruba,Netherlands,2.0
18201,04/24/2020,"Bonaire, Sint Eustatius and Saba",Netherlands,0.0
18210,04/24/2020,Curacao,Netherlands,1.0
18303,04/24/2020,Sint Maarten,Netherlands,12.0
18193,04/24/2020,Anguilla,UK,0.0
18200,04/24/2020,Bermuda,UK,5.0
18203,04/24/2020,British Virgin Islands,UK,1.0
18205,04/24/2020,Cayman Islands,UK,1.0
18206,04/24/2020,Channel Islands,UK,34.0
18215,04/24/2020,Falkland Islands (Malvinas),UK,0.0
18223,04/24/2020,Gibraltar,UK,0.0
18244,04/24/2020,Isle of Man,UK,18.0
18264,04/24/2020,Montserrat,UK,1.0
18313,04/24/2020,Turks and Caicos Islands,UK,1.0
18190,04/24/2020,Alabama,US,209.0
18191,04/24/2020,Alaska,US,9.0
18195,04/24/2020,Arizona,US,266.0
18196,04/24/2020,Arkansas,US,47.0
18204,04/24/2020,California,US,1621.0
18208,04/24/2020,Colorado,US,674.0
18209,04/24/2020,Connecticut,US,1767.0
18211,04/24/2020,Delaware,US,100.0
18213,04/24/2020,Diamond Princess cruise ship,US,0.0
18214,04/24/2020,District of Columbia,US,153.0
18217,04/24/2020,Florida,US,1046.0
18222,04/24/2020,Georgia,US,899.0
18224,04/24/2020,Grand Princess,US,3.0
18227,04/24/2020,Guam,US,5.0
18232,04/24/2020,Hawaii,US,13.0
18239,04/24/2020,Idaho,US,54.0
18240,04/24/2020,Illinois,US,1795.0
18241,04/24/2020,Indiana,US,741.0
18243,04/24/2020,Iowa,US,107.0
18248,04/24/2020,Kansas,US,118.0
18249,04/24/2020,Kentucky,US,200.0
18251,04/24/2020,Louisiana,US,1660.0
18253,04/24/2020,Maine,US,47.0
18256,04/24/2020,Maryland,US,798.0
18257,04/24/2020,Massachusetts,US,2556.0
18259,04/24/2020,Michigan,US,3085.0
18260,04/24/2020,Minnesota,US,221.0
18261,04/24/2020,Mississippi,US,209.0
18262,04/24/2020,Missouri,US,272.0
18263,04/24/2020,Montana,US,14.0
18265,04/24/2020,Nebraska,US,50.0
18266,04/24/2020,Nevada,US,197.0
18269,04/24/2020,New Hampshire,US,53.0
18270,04/24/2020,New Jersey,US,5683.0
18271,04/24/2020,New Mexico,US,84.0
18273,04/24/2020,New York,US,21411.0
18276,04/24/2020,North Carolina,US,294.0
18277,04/24/2020,North Dakota,US,15.0
18278,04/24/2020,Northern Mariana Islands,US,2.0
18281,04/24/2020,Ohio,US,690.0
18282,04/24/2020,Oklahoma,US,188.0
18284,04/24/2020,Oregon,US,86.0
18285,04/24/2020,Pennsylvania,US,1747.0
18287,04/24/2020,Puerto Rico,US,77.0
18292,04/24/2020,Recovered,US,0.0
18294,04/24/2020,Rhode Island,US,202.0
18305,04/24/2020,South Carolina,US,157.0
18306,04/24/2020,South Dakota,US,10.0
18309,04/24/2020,Tennessee,US,169.0
18310,04/24/2020,Texas,US,624.0
18314,04/24/2020,Utah,US,39.0
18315,04/24/2020,Vermont,US,44.0
18317,04/24/2020,Virgin Islands,US,3.0
18318,04/24/2020,Virginia,US,411.0
18319,04/24/2020,Washington,US,722.0
18320,04/24/2020,West Virginia,US,32.0
18322,04/24/2020,Wisconsin,US,263.0
18323,04/24/2020,Wyoming,US,7.0
18517,04/25/2020,Australian Capital Territory,Australia,3.0
18591,04/25/2020,New South Wales,Australia,33.0
18598,04/25/2020,Northern Territory,Australia,0.0
18609,04/25/2020,Queensland,Australia,6.0
18623,04/25/2020,South Australia,Australia,4.0
18627,04/25/2020,Tasmania,Australia,10.0
18635,04/25/2020,Victoria,Australia,16.0
18640,04/25/2020,Western Australia,Australia,8.0
18511,04/25/2020,Alberta,Canada,73.0
18521,04/25/2020,British Columbia,Canada,100.0
18531,04/25/2020,Diamond Princess cruise ship,Canada,1.0
18573,04/25/2020,Manitoba,Canada,6.0
18586,04/25/2020,New Brunswick,Canada,0.0
18593,04/25/2020,Newfoundland and Labrador,Canada,3.0
18599,04/25/2020,Northwest Territories,Canada,0.0
18602,04/25/2020,Ontario,Canada,916.0
18605,04/25/2020,Prince Edward Island,Canada,0.0
18608,04/25/2020,Quebec,Canada,1446.0
18610,04/25/2020,Recovered,Canada,0.0
18616,04/25/2020,Saskatchewan,Canada,4.0
18644,04/25/2020,Yukon,Canada,0.0
18535,04/25/2020,Faroe Islands,Denmark,0.0
18544,04/25/2020,Greenland,Denmark,0.0
18537,04/25/2020,French Guiana,France,1.0
18538,04/25/2020,French Polynesia,France,0.0
18545,04/25/2020,Guadeloupe,France,12.0
18574,04/25/2020,Martinique,France,14.0
18577,04/25/2020,Mayotte,France,4.0
18587,04/25/2020,New Caledonia,France,0.0
18612,04/25/2020,Reunion,France,0.0
18614,04/25/2020,Saint Barthelemy,France,0.0
18615,04/25/2020,Saint Pierre and Miquelon,France,0.0
18626,04/25/2020,St Martin,France,3.0
18555,04/25/2020,Hong Kong,Hong Kong,4.0
18571,04/25/2020,Macau,Macau,0.0
18513,04/25/2020,Anhui,Mainland China,6.0
18518,04/25/2020,Beijing,Mainland China,8.0
18526,04/25/2020,Chongqing,Mainland China,6.0
18539,04/25/2020,Fujian,Mainland China,1.0
18540,04/25/2020,Gansu,Mainland China,2.0
18547,04/25/2020,Guangdong,Mainland China,8.0
18548,04/25/2020,Guangxi,Mainland China,2.0
18549,04/25/2020,Guizhou,Mainland China,2.0
18550,04/25/2020,Hainan,Mainland China,6.0
18552,04/25/2020,Hebei,Mainland China,6.0
18553,04/25/2020,Heilongjiang,Mainland China,13.0
18554,04/25/2020,Henan,Mainland China,22.0
18556,04/25/2020,Hubei,Mainland China,4512.0
18557,04/25/2020,Hunan,Mainland China,4.0
18561,04/25/2020,Inner Mongolia,Mainland China,1.0
18564,04/25/2020,Jiangsu,Mainland China,0.0
18565,04/25/2020,Jiangxi,Mainland China,1.0
18566,04/25/2020,Jilin,Mainland China,1.0
18569,04/25/2020,Liaoning,Mainland China,2.0
18594,04/25/2020,Ningxia,Mainland China,0.0
18607,04/25/2020,Qinghai,Mainland China,0.0
18617,04/25/2020,Shaanxi,Mainland China,3.0
18618,04/25/2020,Shandong,Mainland China,7.0
18619,04/25/2020,Shanghai,Mainland China,7.0
18620,04/25/2020,Shanxi,Mainland China,0.0
18621,04/25/2020,Sichuan,Mainland China,3.0
18630,04/25/2020,Tianjin,Mainland China,3.0
18631,04/25/2020,Tibet,Mainland China,0.0
18643,04/25/2020,Xinjiang,Mainland China,3.0
18645,04/25/2020,Yunnan,Mainland China,2.0
18646,04/25/2020,Zhejiang,Mainland China,1.0
18516,04/25/2020,Aruba,Netherlands,2.0
18520,04/25/2020,"Bonaire, Sint Eustatius and Saba",Netherlands,0.0
18529,04/25/2020,Curacao,Netherlands,1.0
18622,04/25/2020,Sint Maarten,Netherlands,12.0
18512,04/25/2020,Anguilla,UK,0.0
18519,04/25/2020,Bermuda,UK,5.0
18522,04/25/2020,British Virgin Islands,UK,1.0
18524,04/25/2020,Cayman Islands,UK,1.0
18525,04/25/2020,Channel Islands,UK,35.0
18534,04/25/2020,Falkland Islands (Malvinas),UK,0.0
18542,04/25/2020,Gibraltar,UK,0.0
18563,04/25/2020,Isle of Man,UK,18.0
18583,04/25/2020,Montserrat,UK,1.0
18632,04/25/2020,Turks and Caicos Islands,UK,1.0
18509,04/25/2020,Alabama,US,209.0
18510,04/25/2020,Alaska,US,9.0
18514,04/25/2020,Arizona,US,273.0
18515,04/25/2020,Arkansas,US,48.0
18523,04/25/2020,California,US,1689.0
18527,04/25/2020,Colorado,US,684.0
18528,04/25/2020,Connecticut,US,1865.0
18530,04/25/2020,Delaware,US,112.0
18532,04/25/2020,Diamond Princess cruise ship,US,0.0
18533,04/25/2020,District of Columbia,US,165.0
18536,04/25/2020,Florida,US,1055.0
18541,04/25/2020,Georgia,US,907.0
18543,04/25/2020,Grand Princess,US,3.0
18546,04/25/2020,Guam,US,5.0
18551,04/25/2020,Hawaii,US,13.0
18558,04/25/2020,Idaho,US,56.0
18559,04/25/2020,Illinois,US,1875.0
18560,04/25/2020,Indiana,US,786.0
18562,04/25/2020,Iowa,US,112.0
18567,04/25/2020,Kansas,US,120.0
18568,04/25/2020,Kentucky,US,205.0
18570,04/25/2020,Louisiana,US,1707.0
18572,04/25/2020,Maine,US,47.0
18575,04/25/2020,Maryland,US,875.0
18576,04/25/2020,Massachusetts,US,2730.0
18578,04/25/2020,Michigan,US,3155.0
18579,04/25/2020,Minnesota,US,244.0
18580,04/25/2020,Mississippi,US,221.0
18581,04/25/2020,Missouri,US,281.0
18582,04/25/2020,Montana,US,14.0
18584,04/25/2020,Nebraska,US,50.0
18585,04/25/2020,Nevada,US,205.0
18588,04/25/2020,New Hampshire,US,53.0
18589,04/25/2020,New Jersey,US,5914.0
18590,04/25/2020,New Mexico,US,93.0
18592,04/25/2020,New York,US,22009.0
18595,04/25/2020,North Carolina,US,305.0
18596,04/25/2020,North Dakota,US,16.0
18597,04/25/2020,Northern Mariana Islands,US,2.0
18600,04/25/2020,Ohio,US,711.0
18601,04/25/2020,Oklahoma,US,194.0
18603,04/25/2020,Oregon,US,87.0
18604,04/25/2020,Pennsylvania,US,1793.0
18606,04/25/2020,Puerto Rico,US,83.0
18611,04/25/2020,Recovered,US,0.0
18613,04/25/2020,Rhode Island,US,215.0
18624,04/25/2020,South Carolina,US,166.0
18625,04/25/2020,South Dakota,US,10.0
18628,04/25/2020,Tennessee,US,177.0
18629,04/25/2020,Texas,US,638.0
18633,04/25/2020,Utah,US,41.0
18634,04/25/2020,Vermont,US,46.0
18636,04/25/2020,Virgin Islands,US,3.0
18637,04/25/2020,Virginia,US,437.0
18638,04/25/2020,Washington,US,737.0
18639,04/25/2020,West Virginia,US,32.0
18641,04/25/2020,Wisconsin,US,266.0
18642,04/25/2020,Wyoming,US,7.0
18836,04/26/2020,Australian Capital Territory,Australia,3.0
18910,04/26/2020,New South Wales,Australia,34.0
18917,04/26/2020,Northern Territory,Australia,0.0
18928,04/26/2020,Queensland,Australia,6.0
18942,04/26/2020,South Australia,Australia,4.0
18946,04/26/2020,Tasmania,Australia,11.0
18954,04/26/2020,Victoria,Australia,17.0
18959,04/26/2020,Western Australia,Australia,8.0
18830,04/26/2020,Alberta,Canada,73.0
18840,04/26/2020,British Columbia,Canada,100.0
18850,04/26/2020,Diamond Princess cruise ship,Canada,1.0
18892,04/26/2020,Manitoba,Canada,6.0
18905,04/26/2020,New Brunswick,Canada,0.0
18912,04/26/2020,Newfoundland and Labrador,Canada,3.0
18918,04/26/2020,Northwest Territories,Canada,0.0
18921,04/26/2020,Ontario,Canada,960.0
18924,04/26/2020,Prince Edward Island,Canada,0.0
18927,04/26/2020,Quebec,Canada,1516.0
18929,04/26/2020,Recovered,Canada,0.0
18935,04/26/2020,Saskatchewan,Canada,4.0
18963,04/26/2020,Yukon,Canada,0.0
18854,04/26/2020,Faroe Islands,Denmark,0.0
18863,04/26/2020,Greenland,Denmark,0.0
18856,04/26/2020,French Guiana,France,1.0
18857,04/26/2020,French Polynesia,France,0.0
18864,04/26/2020,Guadeloupe,France,12.0
18893,04/26/2020,Martinique,France,14.0
18896,04/26/2020,Mayotte,France,4.0
18906,04/26/2020,New Caledonia,France,0.0
18931,04/26/2020,Reunion,France,0.0
18933,04/26/2020,Saint Barthelemy,France,0.0
18934,04/26/2020,Saint Pierre and Miquelon,France,0.0
18945,04/26/2020,St Martin,France,3.0
18874,04/26/2020,Hong Kong,Hong Kong,4.0
18890,04/26/2020,Macau,Macau,0.0
18832,04/26/2020,Anhui,Mainland China,6.0
18837,04/26/2020,Beijing,Mainland China,9.0
18845,04/26/2020,Chongqing,Mainland China,6.0
18858,04/26/2020,Fujian,Mainland China,1.0
18859,04/26/2020,Gansu,Mainland China,2.0
18866,04/26/2020,Guangdong,Mainland China,8.0
18867,04/26/2020,Guangxi,Mainland China,2.0
18868,04/26/2020,Guizhou,Mainland China,2.0
18869,04/26/2020,Hainan,Mainland China,6.0
18871,04/26/2020,Hebei,Mainland China,6.0
18872,04/26/2020,Heilongjiang,Mainland China,13.0
18873,04/26/2020,Henan,Mainland China,22.0
18875,04/26/2020,Hubei,Mainland China,4512.0
18876,04/26/2020,Hunan,Mainland China,4.0
18880,04/26/2020,Inner Mongolia,Mainland China,1.0
18883,04/26/2020,Jiangsu,Mainland China,0.0
18884,04/26/2020,Jiangxi,Mainland China,1.0
18885,04/26/2020,Jilin,Mainland China,1.0
18888,04/26/2020,Liaoning,Mainland China,2.0
18913,04/26/2020,Ningxia,Mainland China,0.0
18926,04/26/2020,Qinghai,Mainland China,0.0
18936,04/26/2020,Shaanxi,Mainland China,3.0
18937,04/26/2020,Shandong,Mainland China,7.0
18938,04/26/2020,Shanghai,Mainland China,7.0
18939,04/26/2020,Shanxi,Mainland China,0.0
18940,04/26/2020,Sichuan,Mainland China,3.0
18949,04/26/2020,Tianjin,Mainland China,3.0
18950,04/26/2020,Tibet,Mainland China,0.0
18962,04/26/2020,Xinjiang,Mainland China,3.0
18964,04/26/2020,Yunnan,Mainland China,2.0
18965,04/26/2020,Zhejiang,Mainland China,1.0
18835,04/26/2020,Aruba,Netherlands,2.0
18839,04/26/2020,"Bonaire, Sint Eustatius and Saba",Netherlands,0.0
18848,04/26/2020,Curacao,Netherlands,1.0
18941,04/26/2020,Sint Maarten,Netherlands,13.0
18831,04/26/2020,Anguilla,UK,0.0
18838,04/26/2020,Bermuda,UK,5.0
18841,04/26/2020,British Virgin Islands,UK,1.0
18843,04/26/2020,Cayman Islands,UK,1.0
18844,04/26/2020,Channel Islands,UK,35.0
18853,04/26/2020,Falkland Islands (Malvinas),UK,0.0
18861,04/26/2020,Gibraltar,UK,0.0
18882,04/26/2020,Isle of Man,UK,18.0
18902,04/26/2020,Montserrat,UK,1.0
18951,04/26/2020,Turks and Caicos Islands,UK,1.0
18828,04/26/2020,Alabama,US,219.0
18829,04/26/2020,Alaska,US,9.0
18833,04/26/2020,Arizona,US,275.0
18834,04/26/2020,Arkansas,US,51.0
18842,04/26/2020,California,US,1725.0
18846,04/26/2020,Colorado,US,688.0
